# t	yd	y_sensor	y_obs	dy_obs	ie	u	R_est
14.1500	0.005000	0.000000	0.001322	0.000316	0.2510	0.0000	19.8412
14.1600	0.005000	0.000000	0.001322	0.000284	0.0866	8.8203	19.8401
14.1700	0.005000	0.000000	0.001331	0.000348	0.2688	4.0349	19.8391
14.1800	0.005000	0.000000	0.001320	0.000199	0.2555	0.0000	19.8381
14.1900	0.005000	0.000000	0.001320	0.000179	0.0911	8.7670	19.9068
14.2000	0.005000	0.000000	0.001306	0.000023	0.2644	3.9549	19.9058
14.2100	0.005000	0.000000	0.001306	0.000021	0.2444	0.0000	19.9047
14.2200	0.005000	0.000000	0.001306	0.000019	0.0889	8.7936	19.9037
14.2300	0.005000	0.000000	0.001293	-0.000113	0.2666	3.9949	19.9027
14.2400	0.005000	0.000000	0.001293	-0.000101	0.2488	0.0000	19.9017
14.2500	0.005000	0.000000	0.001293	-0.000091	0.0866	8.8203	19.9006
14.2600	0.005000	0.000000	0.001283	-0.000179	0.2688	4.0349	19.8996
14.2700	0.005000	0.000000	0.001263	-0.000365	0.2577	0.0000	19.8986
14.2800	0.005000	0.000000	0.001263	-0.000329	0.0911	8.7670	19.8976
14.2900	0.005000	0.000000	0.001263	-0.000291	0.2688	3.9016	19.9978
14.3000	0.005000	0.000000	0.001263	-0.000262	0.2466	0.0000	19.9968
14.3100	0.005000	0.000000	0.001263	-0.000236	0.0889	8.7936	19.9957
14.3200	0.005000	0.000000	0.001266	-0.000183	0.2666	3.9949	19.9947
14.3300	0.005000	0.000000	0.001266	-0.000165	0.2510	0.0000	19.9936
14.3400	0.005000	0.000000	0.001266	-0.000148	0.0866	8.8203	19.9926
14.3500	0.005000	0.000000	0.001271	-0.000085	0.2688	4.0349	19.9915
14.3600	0.005000	0.000000	0.001267	-0.000119	0.2622	0.0000	19.9905
14.3700	0.005000	0.000000	0.001267	-0.000107	0.0933	8.7403	19.9894
14.3800	0.005000	0.000000	0.001277	0.000003	0.2688	3.8349	19.9884
14.3900	0.005000	0.000000	0.001277	0.000002	0.2422	0.0000	20.0696
14.4000	0.005000	0.000000	0.001277	0.000002	0.0889	8.7936	20.0685
14.4100	0.005000	0.000000	0.001279	0.000024	0.2644	4.0216	20.0675
14.4200	0.005000	0.000000	0.001267	-0.000093	0.2555	0.0000	20.0664
14.4300	0.005000	0.000000	0.001267	-0.000084	0.0889	8.7936	20.0653
14.4400	0.005000	0.000000	0.001259	-0.000161	0.2688	3.9682	20.0643
14.4500	0.005000	0.000000	0.001259	-0.000145	0.2533	0.0000	20.0632
14.4600	0.005000	0.000000	0.001259	-0.000130	0.0889	8.7936	20.0622
14.4700	0.005000	0.000000	0.001255	-0.000155	0.2644	4.0216	20.0611
14.4800	0.005000	0.000000	0.001236	-0.000326	0.2555	0.0000	20.0600
14.4900	0.005000	0.000000	0.001236	-0.000293	0.0911	8.7670	20.1189
14.5000	0.005000	0.000000	0.001228	-0.000351	0.2688	3.9016	20.1178
14.5100	0.005000	0.000000	0.001228	-0.000316	0.2466	0.0000	20.1167
14.5200	0.005000	0.000000	0.001228	-0.000284	0.0889	8.7936	20.1157
14.5300	0.005000	0.000000	0.001237	-0.000164	0.2688	3.9682	20.1146
14.5400	0.005000	0.000000	0.001228	-0.000235	0.2555	0.0000	20.1135
14.5500	0.005000	0.000000	0.001228	-0.000212	0.0889	8.7936	20.1125
14.5600	0.005000	0.000000	0.001224	-0.000230	0.2666	3.9949	20.1114
14.5700	0.005000	0.000000	0.001224	-0.000207	0.2510	0.0000	20.1103
14.5800	0.005000	0.000000	0.001224	-0.000187	0.0866	8.8203	20.1092
14.5900	0.005000	0.000000	0.001237	-0.000041	0.2688	4.0349	20.1974
14.6000	0.005000	0.000000	0.001237	-0.000037	0.2533	0.0000	20.1964
14.6100	0.005000	0.000000	0.001237	-0.000033	0.0889	8.7936	20.1953
14.6200	0.005000	0.000000	0.001244	0.000039	0.2666	3.9949	20.1942
14.6300	0.005000	0.000000	0.001244	0.000035	0.2533	0.0000	20.1931
14.6400	0.005000	0.000000	0.001244	0.000032	0.0889	8.7936	20.1920
14.6500	0.005000	0.000000	0.001246	0.000054	0.2666	3.9949	20.1909
14.6600	0.005000	0.000000	0.001246	0.000049	0.2533	0.0000	20.1898
14.6700	0.005000	0.000000	0.001246	0.000044	0.0889	8.7936	20.1888
14.6800	0.005000	0.000000	0.001261	0.000190	0.2666	3.9949	20.1877
14.6900	0.005000	0.000000	0.001261	0.000171	0.2510	0.0000	20.2585
14.7000	0.005000	0.000000	0.001261	0.000154	0.0889	8.7936	20.2574
14.7100	0.005000	0.000000	0.001273	0.000251	0.2666	3.9949	20.2563
14.7200	0.005000	0.000000	0.001273	0.000226	0.2510	0.0000	20.2552
14.7300	0.005000	0.000000	0.001273	0.000203	0.0889	8.7936	20.2541
14.7400	0.005000	0.000000	0.001281	0.000267	0.2688	3.9682	20.2530
14.7500	0.005000	0.000000	0.001274	0.000173	0.2555	0.0000	20.2519
14.7600	0.005000	0.000000	0.001274	0.000156	0.0933	8.7403	20.2508
14.7700	0.005000	0.000000	0.001272	0.000116	0.2688	3.8349	20.2497
14.7800	0.005000	0.000000	0.001272	0.000104	0.2444	0.0000	20.2486
14.7900	0.005000	0.000000	0.001272	0.000094	0.0889	8.7936	20.2948
14.8000	0.005000	0.000000	0.001265	0.000014	0.2622	4.0482	20.2937
14.8100	0.005000	0.000000	0.001246	-0.000172	0.2555	0.0000	20.2926
14.8200	0.005000	0.000000	0.001246	-0.000155	0.0911	8.7670	20.2915
14.8300	0.005000	0.000000	0.001233	-0.000277	0.2688	3.9016	20.2904
14.8400	0.005000	0.000000	0.001233	-0.000249	0.2488	0.0000	20.2893
14.8500	0.005000	0.000000	0.001233	-0.000224	0.0889	8.7936	20.2882
14.8600	0.005000	0.000000	0.001235	-0.000174	0.2666	3.9949	20.2870
14.8700	0.005000	0.000000	0.001235	-0.000157	0.2510	0.0000	20.2859
14.8800	0.005000	0.000000	0.001235	-0.000141	0.0889	8.7936	20.2848
14.8900	0.005000	0.000000	0.001237	-0.000107	0.2688	3.9682	20.3611
14.9000	0.005000	0.000000	0.001231	-0.000159	0.2555	0.0000	20.3599
14.9100	0.005000	0.000000	0.001231	-0.000143	0.0866	8.8203	20.3588
14.9200	0.005000	0.000000	0.001225	-0.000193	0.2777	3.9282	20.3577
14.9300	0.005000	0.000000	0.001209	-0.000327	0.2599	0.0000	20.3566
14.9400	0.005000	0.000098	0.001209	-0.000294	0.0933	9.0159	20.3555
14.9500	0.005000	0.000147	0.001183	-0.000528	0.2799	4.6077	20.3544
14.9600	0.005000	0.000293	0.001147	-0.000832	0.2821	0.0000	20.3532
14.9700	0.005000	0.000538	0.001147	-0.000749	0.1044	9.5877	20.3521
14.9800	0.005000	0.000831	0.001119	-0.000959	0.3110	6.8406	20.3510
14.9900	0.005000	0.001222	0.001098	-0.001075	0.4132	0.3880	20.3953
15.0000	0.005000	0.001711	0.001075	-0.001195	0.1711	0.0000	20.3942
15.0100	0.005000	0.002053	0.001062	-0.001209	0.0644	9.8600	20.3931
15.0200	0.005000	0.002199	0.002036	0.008652	0.2644	0.0000	20.3919
15.0300	0.005000	0.002395	0.002036	0.007787	0.1177	9.8600	20.3908
15.0400	0.005000	0.002297	0.002736	0.014008	0.3310	0.0000	20.3897
15.0500	0.005000	0.002346	0.002736	0.012607	0.1377	9.8600	20.3886
15.0600	0.005000	0.002199	0.003244	0.016433	0.3444	0.0000	20.3874
15.0700	0.005000	0.002297	0.003244	0.014789	0.1400	9.8600	20.3863
15.0800	0.005000	0.002297	0.003617	0.017039	0.3466	0.0000	20.3852
15.0900	0.005000	0.002444	0.003617	0.015335	0.1400	9.8600	20.4004
15.1000	0.005000	0.002639	0.003910	0.016729	0.3466	0.0000	20.3993
15.1100	0.005000	0.002933	0.003910	0.015056	0.1400	9.8600	20.3981
15.1200	0.005000	0.003177	0.003239	0.006842	0.3488	0.0000	20.3970
15.1300	0.005000	0.003519	0.003239	0.006157	0.1422	9.8600	20.3959
15.1400	0.005000	0.003763	0.002934	0.002488	0.3510	0.0000	20.3948
15.1500	0.005000	0.004154	0.002708	-0.000020	0.1444	9.8600	20.3936
15.1600	0.005000	0.004399	0.003167	0.004579	0.3488	0.0000	20.3925
15.1700	0.005000	0.004692	0.003483	0.007280	0.1444	9.8600	20.3914
15.1800	0.005000	0.004839	0.004693	0.018646	0.3510	0.0000	20.3903
15.1900	0.005000	0.005034	0.005361	0.023464	0.1444	9.8600	20.3916
15.2000	0.005000	0.005083	0.006086	0.028364	0.3488	0.0000	20.3905
15.2100	0.005000	0.005181	0.005981	0.024481	0.1444	9.8600	20.3894
15.2200	0.005000	0.005132	0.006155	0.023770	0.3510	0.0000	20.3882
15.2300	0.005000	0.005132	0.005279	0.012636	0.1422	9.8600	20.3871
15.2400	0.005000	0.004936	0.004878	0.007363	0.3510	0.0000	20.3860
15.2500	0.005000	0.004888	0.004351	0.001355	0.1444	9.8600	20.3849
15.2600	0.005000	0.004790	0.004140	-0.000888	0.3488	0.0000	20.3837
15.2700	0.005000	0.004985	0.003723	-0.004965	0.1444	9.8600	20.3826
15.2800	0.005000	0.005083	0.003558	-0.006123	0.3510	0.0000	20.3815
15.2900	0.005000	0.005425	0.003213	-0.008959	0.1488	9.8600	20.3712
15.3000	0.005000	0.005670	0.003073	-0.009468	0.3510	0.0000	20.3701
15.3100	0.005000	0.006109	0.002870	-0.010547	0.1466	9.8600	20.3690
15.3200	0.005000	0.006403	0.002815	-0.010047	0.3510	0.0000	20.3678
15.3300	0.005000	0.006745	0.002806	-0.009130	0.1466	9.8600	20.3667
15.3400	0.005000	0.006843	0.002914	-0.007131	0.3510	0.0000	20.3656
15.3500	0.005000	0.006940	0.003183	-0.003728	0.1466	9.8600	20.3645
15.3600	0.005000	0.006940	0.003429	-0.000899	0.3532	0.0000	20.3634
15.3700	0.005000	0.006989	0.004551	0.010411	0.1488	9.8600	20.3622
15.3800	0.005000	0.007038	0.005291	0.016773	0.3510	0.0000	20.3611
15.3900	0.005000	0.007283	0.006789	0.030075	0.1444	9.8600	20.3406
15.4000	0.005000	0.007527	0.007641	0.035584	0.3532	0.0000	20.3395
15.4100	0.005000	0.007869	0.008495	0.040568	0.1511	9.8600	20.3384
15.4200	0.005000	0.008162	0.008252	0.034078	0.3577	0.0000	20.3373
15.4300	0.005000	0.008553	0.008323	0.031379	0.1511	9.8600	20.3362
15.4400	0.005000	0.008895	0.007496	0.019978	0.3555	0.0000	20.3351
15.4500	0.005000	0.009238	0.007123	0.014242	0.1511	9.8600	20.3340
15.4600	0.005000	0.009629	0.006624	0.007836	0.3577	0.0000	20.3328
15.4700	0.005000	0.010166	0.006624	0.007052	0.1511	9.8600	20.3317
15.4800	0.005000	0.010704	0.006262	0.002721	0.3599	0.0000	20.3306
15.4900	0.005000	0.011193	0.006262	0.002449	0.1533	9.8600	20.2954
15.5000	0.005000	0.011584	0.005745	-0.002968	0.3621	0.0000	20.2943
15.5100	0.005000	0.011779	0.005745	-0.002671	0.1555	9.8600	20.2932
15.5200	0.005000	0.011877	0.005377	-0.006082	0.3643	0.0000	20.2920
15.5300	0.005000	0.012023	0.005377	-0.005474	0.1555	9.8600	20.2909
15.5400	0.005000	0.012170	0.004894	-0.009759	0.3599	0.0000	20.2898
15.5500	0.005000	0.012512	0.004894	-0.008783	0.1555	9.8600	20.2887
15.5600	0.005000	0.013001	0.004547	-0.011368	0.3643	0.0000	20.2876
15.5700	0.005000	0.013539	0.004547	-0.010231	0.1555	9.8600	20.2865
15.5800	0.005000	0.014027	0.004297	-0.011710	0.3643	0.0000	20.2854
15.5900	0.005000	0.014467	0.004297	-0.010539	0.1644	9.8600	20.2314
15.6000	0.005000	0.014809	0.004122	-0.011233	0.3710	0.0000	20.2303
15.6100	0.005000	0.014956	0.004122	-0.010109	0.1577	9.8600	20.2293
15.6200	0.005000	0.015005	0.003987	-0.010452	0.3599	0.0000	20.2282
15.6300	0.005000	0.015054	0.003987	-0.009407	0.1577	9.8600	20.2271
15.6400	0.005000	0.015103	0.003894	-0.009395	0.3666	0.0000	20.2260
15.6500	0.005000	0.015249	0.003894	-0.008456	0.1600	9.8600	20.2249
15.6600	0.005000	0.015396	0.003830	-0.008251	0.3688	0.0000	20.2238
15.6700	0.005000	0.015543	0.003830	-0.007426	0.1622	9.8600	20.2227
15.6800	0.005000	0.015689	0.003787	-0.007110	0.3688	0.0000	20.2216
15.6900	0.005000	0.015787	0.003787	-0.006399	0.1600	9.8600	20.1512
15.7000	0.005000	0.015885	0.003750	-0.006131	0.3666	0.0000	20.1501
15.7100	0.005000	0.015885	0.003750	-0.005518	0.1577	9.8600	20.1491
15.7200	0.005000	0.015982	0.003730	-0.005166	0.3666	0.0000	20.1480
15.7300	0.005000	0.016129	0.003730	-0.004649	0.1600	9.8600	20.1469
15.7400	0.005000	0.016325	0.003710	-0.004387	0.3621	0.0000	20.1458
15.7500	0.005000	0.016520	0.003710	-0.003948	0.1600	9.8600	20.1447
15.7600	0.005000	0.016764	0.003690	-0.003757	0.3643	0.0000	20.1437
15.7700	0.005000	0.016911	0.003690	-0.003381	0.1622	9.8600	20.1426
15.7800	0.005000	0.017107	0.003677	-0.003170	0.3710	0.0000	20.1415
15.7900	0.005000	0.017253	0.003677	-0.002853	0.1644	9.8600	20.0607
15.8000	0.005000	0.017400	0.003670	-0.002636	0.3688	0.0000	20.0597
15.8100	0.005000	0.017498	0.003670	-0.002373	0.1644	9.8600	20.0586
15.8200	0.005000	0.017498	0.003667	-0.002161	0.3688	0.0000	20.0576
15.8300	0.005000	0.017498	0.003667	-0.001945	0.1644	9.8600	20.0565
15.8400	0.005000	0.017400	0.003666	-0.001769	0.3621	0.0000	20.0555
15.8500	0.005000	0.017351	0.003666	-0.001592	0.1600	9.8600	20.0544
15.8600	0.005000	0.017204	0.003667	-0.001421	0.3666	0.0000	20.0533
15.8700	0.005000	0.017009	0.003667	-0.001279	0.1622	9.8600	20.0523
15.8800	0.005000	0.016716	0.003660	-0.001221	0.3643	0.0000	20.0512
15.8900	0.005000	0.016178	0.003660	-0.001099	0.1577	9.8600	19.9645
15.9000	0.005000	0.015640	0.003649	-0.001093	0.3643	0.0000	19.9635
15.9100	0.005000	0.014956	0.003649	-0.000984	0.1555	9.8600	19.9625
15.9200	0.005000	0.014223	0.003634	-0.001042	0.3621	0.0000	19.9614
15.9300	0.005000	0.013245	0.003634	-0.000938	0.1577	9.8600	19.9604
15.9400	0.005000	0.012170	0.003619	-0.000988	0.3599	0.0000	19.9594
15.9500	0.005000	0.011095	0.003619	-0.000889	0.1533	8.9454	19.9583
15.9600	0.005000	0.010068	0.003564	-0.001355	0.3288	3.6278	19.9573
15.9700	0.005000	0.009238	0.003419	-0.002669	0.2777	0.0000	19.9562
15.9800	0.005000	0.008358	0.003419	-0.002403	0.1066	8.5803	19.9552
15.9900	0.005000	0.007820	0.003209	-0.004261	0.2799	3.9783	19.8917
16.0000	0.005000	0.007283	0.002934	-0.006583	0.2644	0.0000	19.8907
16.0100	0.005000	0.006696	0.002934	-0.005925	0.1000	8.6603	19.8897
16.0200	0.005000	0.006452	0.002627	-0.008402	0.2755	4.6175	19.8887
16.0300	0.005000	0.006305	0.002346	-0.010375	0.2844	0.0000	19.8876
16.0400	0.005000	0.005963	0.002346	-0.009337	0.1089	8.8703	19.8866
16.0500	0.005000	0.006012	0.002143	-0.010433	0.2821	5.0847	19.8856
16.0600	0.005000	0.006109	0.002027	-0.010550	0.3088	0.0000	19.8846
16.0700	0.005000	0.005767	0.002027	-0.009495	0.1155	8.5742	19.8835
16.0800	0.005000	0.005767	0.001961	-0.009200	0.2821	3.9806	19.8825
16.0900	0.005000	0.005767	0.001897	-0.008927	0.2622	0.0000	19.8245
16.1000	0.005000	0.005572	0.001897	-0.008034	0.0978	8.8306	19.8235
16.1100	0.005000	0.005572	0.001840	-0.007794	0.2777	4.4530	19.8225
16.1200	0.005000	0.005474	0.001796	-0.007462	0.2799	0.0000	19.8214
16.1300	0.005000	0.005181	0.001796	-0.006716	0.1066	8.5803	19.8204
16.1400	0.005000	0.005034	0.001723	-0.006775	0.2755	3.9360	19.8194
16.1500	0.005000	0.004839	0.001671	-0.006615	0.2599	0.0000	19.8184
16.1600	0.005000	0.004448	0.001671	-0.005953	0.0955	8.7136	19.8174
16.1700	0.005000	0.004106	0.001643	-0.005640	0.2710	3.9793	19.8164
16.1800	0.005000	0.003910	0.002602	0.004515	0.2555	0.0000	19.8154
16.1900	0.005000	0.003470	0.003346	0.011509	0.0955	8.7136	19.7598
16.2000	0.005000	0.003226	0.003987	0.016763	0.2733	4.4771	19.7588
16.2100	0.005000	0.003177	0.004543	0.020646	0.2755	0.0000	19.7578
16.2200	0.005000	0.003079	0.004993	0.023082	0.1022	9.4622	19.7568
16.2300	0.005000	0.003079	0.004557	0.016412	0.3021	6.2327	19.7558
16.2400	0.005000	0.003226	0.004741	0.016616	0.3777	0.0000	19.7549
16.2500	0.005000	0.003177	0.005785	0.025390	0.1355	9.2339	19.7539
16.2600	0.005000	0.003177	0.006668	0.031682	0.3177	5.5595	19.7529
16.2700	0.005000	0.003470	0.007552	0.037360	0.3510	0.0000	19.7519
16.2800	0.005000	0.003666	0.007552	0.033624	0.1289	9.8600	19.7509
16.2900	0.005000	0.003910	0.008063	0.035371	0.3244	0.4757	19.7289
16.3000	0.005000	0.004350	0.008577	0.036966	0.1622	0.0000	19.7279
16.3100	0.005000	0.004692	0.008577	0.033269	0.0644	9.8600	19.7270
16.3200	0.005000	0.005327	0.007995	0.024127	0.2777	0.0000	19.7260
16.3300	0.005000	0.005914	0.007311	0.014871	0.1266	9.8600	19.7250
16.3400	0.005000	0.006403	0.006848	0.008756	0.3377	0.0000	19.7240
16.3500	0.005000	0.006989	0.006420	0.003604	0.1444	9.8600	19.7230
16.3600	0.005000	0.007625	0.005636	-0.004604	0.3532	0.0000	19.7220
16.3700	0.005000	0.008309	0.005037	-0.010131	0.1466	9.8600	19.7210
16.3800	0.005000	0.008895	0.005586	-0.003628	0.3444	0.0000	19.7200
16.3900	0.005000	0.009482	0.005660	-0.002520	0.1466	9.8600	19.6920
16.4000	0.005000	0.009971	0.005955	0.000682	0.3577	0.0000	19.6911
16.4100	0.005000	0.010459	0.005899	0.000049	0.1511	9.8600	19.6901
16.4200	0.005000	0.010802	0.006105	0.002104	0.3599	0.0000	19.6891
16.4300	0.005000	0.011193	0.005255	-0.006600	0.1555	9.8600	19.6881
16.4400	0.005000	0.011486	0.004871	-0.009784	0.3599	0.0000	19.6871
16.4500	0.005000	0.011681	0.004340	-0.014116	0.1533	9.8600	19.6861
16.4600	0.005000	0.011828	0.004126	-0.014844	0.3577	0.0000	19.6852
16.4700	0.005000	0.011926	0.003711	-0.017507	0.1533	9.8600	19.6842
16.4800	0.005000	0.011926	0.003547	-0.017403	0.3599	0.0000	19.6832
16.4900	0.005000	0.011975	0.003204	-0.019093	0.1555	9.8600	19.6523
16.5000	0.005000	0.011877	0.003064	-0.018581	0.3599	0.0000	19.6513
16.5100	0.005000	0.011779	0.002788	-0.019483	0.1533	9.8600	19.6503
16.5200	0.005000	0.011584	0.002675	-0.018663	0.3599	0.0000	19.6494
16.5300	0.005000	0.011339	0.002452	-0.019027	0.1511	9.8600	19.6484
16.5400	0.005000	0.011144	0.002361	-0.018039	0.3577	0.0000	19.6474
16.5500	0.005000	0.010899	0.002180	-0.018041	0.1511	9.8600	19.6464
16.5600	0.005000	0.010655	0.002106	-0.016981	0.3599	0.0000	19.6455
16.5700	0.005000	0.010508	0.001959	-0.016747	0.1511	9.8600	19.6445
16.5800	0.005000	0.010313	0.001899	-0.015676	0.3555	0.0000	19.6435
16.5900	0.005000	0.010166	0.001780	-0.015296	0.1511	9.8600	19.6134
16.6000	0.005000	0.009971	0.001731	-0.014258	0.3555	0.0000	19.6124
16.6100	0.005000	0.009922	0.001634	-0.013796	0.1511	9.8600	19.6115
16.6200	0.005000	0.009922	0.001594	-0.012816	0.3555	0.0000	19.6105
16.6300	0.005000	0.010020	0.001516	-0.012318	0.1555	9.8600	19.6095
16.6400	0.005000	0.009873	0.001484	-0.011411	0.3555	0.0000	19.6086
16.6500	0.005000	0.009629	0.001420	-0.010906	0.1511	9.8600	19.6076
16.6600	0.005000	0.009384	0.001394	-0.010079	0.3532	0.0000	19.6066
16.6700	0.005000	0.009189	0.001342	-0.009589	0.1488	9.8600	19.6057
16.6800	0.005000	0.008993	0.001320	-0.008844	0.3555	0.0000	19.6047
16.6900	0.005000	0.008553	0.001278	-0.008381	0.1466	9.8600	19.5792
16.7000	0.005000	0.007967	0.001261	-0.007717	0.3532	0.0000	19.5782
16.7100	0.005000	0.007478	0.001227	-0.007288	0.1444	9.8600	19.5773
16.7200	0.005000	0.006794	0.001213	-0.006701	0.3532	0.0000	19.5763
16.7300	0.005000	0.006158	0.001185	-0.006309	0.1466	9.8600	19.5753
16.7400	0.005000	0.005474	0.002182	0.004300	0.3510	0.0000	19.5744
16.7500	0.005000	0.004936	0.002883	0.010877	0.1444	9.2705	19.5734
16.7600	0.005000	0.004399	0.004489	0.025845	0.3266	4.9652	19.5725
16.7700	0.005000	0.004154	0.005601	0.034386	0.3199	0.0000	19.5715
16.7800	0.005000	0.003861	0.006396	0.038897	0.1200	8.7043	19.5705
16.7900	0.005000	0.003812	0.006266	0.033707	0.2844	4.2165	19.5725
16.8000	0.005000	0.003910	0.006170	0.029369	0.2755	0.0000	19.5716
16.8100	0.005000	0.003861	0.005065	0.015385	0.1022	9.3369	19.5706
16.8200	0.005000	0.004008	0.004498	0.008180	0.2933	6.2575	19.5697
16.8300	0.005000	0.004252	0.004191	0.004289	0.3666	0.1041	19.5687
16.8400	0.005000	0.004448	0.003678	-0.001264	0.1444	0.0000	19.5677
16.8500	0.005000	0.004839	0.003678	-0.001137	0.0555	9.8600	19.5668
16.8600	0.005000	0.006109	0.003443	-0.003379	0.2710	0.0000	19.5658
16.8700	0.005000	0.006989	0.003268	-0.004788	0.1266	9.8600	19.5649
16.8800	0.005000	0.007038	0.003331	-0.003686	0.3377	0.0000	19.5639
16.8900	0.005000	0.007283	0.003275	-0.003869	0.1422	9.8600	19.5534
16.9000	0.005000	0.007478	0.003476	-0.001475	0.3488	0.0000	19.5524
16.9100	0.005000	0.007576	0.003490	-0.001193	0.1488	9.8600	19.5515
16.9200	0.005000	0.007625	0.003902	0.003053	0.3555	0.0000	19.5505
16.9300	0.005000	0.007674	0.003804	0.001769	0.1488	9.8600	19.5496
16.9400	0.005000	0.007576	0.004284	0.006387	0.3532	0.0000	19.5486
16.9500	0.005000	0.007527	0.004389	0.006795	0.1466	9.8600	19.5477
16.9600	0.005000	0.007380	0.005016	0.012394	0.3510	0.0000	19.5467
16.9700	0.005000	0.007283	0.005069	0.011680	0.1488	9.8600	19.5457
16.9800	0.005000	0.007136	0.005739	0.017217	0.3510	0.0000	19.5448
16.9900	0.005000	0.006989	0.005674	0.014844	0.1466	9.8600	19.5389
17.0000	0.005000	0.006647	0.006230	0.018913	0.3510	0.0000	19.5379
17.0100	0.005000	0.006256	0.006101	0.015733	0.1466	9.8600	19.5370
17.0200	0.005000	0.005718	0.006513	0.018279	0.3488	0.0000	19.5360
17.0300	0.005000	0.005230	0.006203	0.013353	0.1422	9.8600	19.5350
17.0400	0.005000	0.004643	0.006261	0.012599	0.3466	5.9078	19.5341
17.0500	0.005000	0.004106	0.005753	0.006260	0.3843	0.0000	19.5331
17.0600	0.005000	0.003324	0.005381	0.001910	0.1377	8.2071	19.5322
17.0700	0.005000	0.002639	0.004813	-0.003962	0.2755	2.8443	19.5312
17.0800	0.005000	0.002248	0.004397	-0.007720	0.2133	0.0000	19.5303
17.0900	0.005000	0.001955	0.003789	-0.013034	0.0711	9.2812	19.5188
17.1000	0.005000	0.001662	0.003742	-0.012197	0.2733	5.1339	19.5178
17.1100	0.005000	0.001515	0.003707	-0.011325	0.3044	0.0000	19.5169
17.1200	0.005000	0.001173	0.003457	-0.012690	0.1111	8.5270	19.5159
17.1300	0.005000	0.000684	0.003272	-0.013272	0.2644	3.3551	19.5150
17.1400	0.005000	0.000391	0.003135	-0.013321	0.2222	0.0000	19.5140
17.1500	0.005000	0.000293	0.003135	-0.011989	0.0755	9.3885	19.5131
17.1600	0.005000	0.000147	0.002578	-0.016352	0.2755	5.5181	19.5121
17.1700	0.005000	0.000147	0.002172	-0.018786	0.3221	0.0000	19.5112
17.1800	0.005000	0.000147	0.002172	-0.016907	0.1177	8.7954	19.5102
17.1900	0.005000	0.000049	0.001872	-0.018212	0.2844	3.8122	19.5485
17.2000	0.005000	0.000049	0.001650	-0.018607	0.2533	0.0000	19.5476
17.2100	0.005000	0.000098	0.001650	-0.016746	0.0889	9.0828	19.5466
17.2200	0.005000	0.000000	0.001486	-0.016717	0.2755	4.6112	19.5457
17.2300	0.005000	0.000049	0.001365	-0.016257	0.2777	0.0000	19.5447
17.2400	0.005000	0.000098	0.001365	-0.014632	0.1000	9.1033	19.5437
17.2500	0.005000	0.000000	0.001274	-0.014074	0.2844	4.5882	19.5428
17.2600	0.005000	0.000000	0.001208	-0.013329	0.2821	0.0000	19.5418
17.2700	0.005000	0.000049	0.001208	-0.011996	0.1044	8.9019	19.5409
17.2800	0.005000	0.000000	0.001158	-0.011291	0.2777	4.1629	19.5399
17.2900	0.005000	0.000000	0.001122	-0.010531	0.2688	0.0000	19.5780
17.3000	0.005000	0.000049	0.001122	-0.009478	0.0933	8.9455	19.5770
17.3100	0.005000	0.000000	0.001093	-0.008818	0.2755	4.2680	19.5761
17.3200	0.005000	0.000000	0.001089	-0.007977	0.2688	0.0000	19.5751
17.3300	0.005000	0.000000	0.001089	-0.007180	0.0955	8.8007	19.5741
17.3400	0.005000	0.000000	0.001084	-0.006507	0.2710	4.0164	19.5732
17.3500	0.005000	0.000000	0.001085	-0.005847	0.2577	0.0000	19.5722
17.3600	0.005000	0.000000	0.001085	-0.005262	0.0911	8.7670	19.5712
17.3700	0.005000	0.000000	0.001086	-0.004731	0.2688	3.9016	19.5703
17.3800	0.005000	0.000000	0.001086	-0.004258	0.2510	0.0000	19.5693
17.3900	0.005000	0.000098	0.001086	-0.003832	0.0889	9.0598	19.6002
17.4000	0.005000	0.000000	0.001086	-0.003445	0.2755	4.5537	19.5992
17.4100	0.005000	0.000049	0.001094	-0.003019	0.2755	0.0000	19.5982
17.4200	0.005000	0.000049	0.001094	-0.002717	0.1000	9.0677	19.5973
17.4300	0.005000	0.000000	0.001100	-0.002384	0.2799	4.7511	19.5963
17.4400	0.005000	0.000000	0.001142	-0.001733	0.2888	0.0000	19.5953
17.4500	0.005000	0.000049	0.001142	-0.001559	0.1044	9.0126	19.5944
17.4600	0.005000	0.000000	0.001172	-0.001094	0.2799	4.5237	19.5934
17.4700	0.005000	0.000000	0.001224	-0.000473	0.2777	0.0000	19.5924
17.4800	0.005000	0.000049	0.001224	-0.000425	0.1000	8.9762	19.5915
17.4900	0.005000	0.000000	0.001237	-0.000253	0.2799	4.3431	19.6597
17.5000	0.005000	0.000000	0.001266	0.000070	0.2710	0.0000	19.6587
17.5100	0.005000	0.000000	0.001266	0.000063	0.0978	8.7666	19.6578
17.5200	0.005000	0.000000	0.001248	-0.000130	0.2688	3.9501	19.6568
17.5300	0.005000	0.000000	0.001248	-0.000117	0.2510	0.0000	19.6558
17.5400	0.005000	0.000000	0.001248	-0.000105	0.0866	8.8203	19.6548
17.5500	0.005000	0.000000	0.001254	-0.000035	0.2710	4.0082	19.6539
17.5600	0.005000	0.000000	0.001232	-0.000248	0.2555	0.0000	19.6529
17.5700	0.005000	0.000000	0.001232	-0.000223	0.0933	8.7403	19.6519
