# t	yd	y_sensor	y_obs	dy_obs	ie	u	R_est
3.4600	0.005000	0.000000	0.001083	-0.000009	0.2644	4.0216	20.1131
3.4700	0.005000	0.000000	0.001085	0.000010	0.2555	0.0000	20.1121
3.4800	0.005000	0.000000	0.001085	0.000009	0.0911	8.7670	20.1110
3.4900	0.005000	0.000000	0.001079	-0.000047	0.2688	3.9016	20.1878
3.5000	0.005000	0.000000	0.001079	-0.000042	0.2488	0.0000	20.1867
3.5100	0.005000	0.000000	0.001079	-0.000038	0.0866	8.8203	20.1856
3.5200	0.005000	0.000000	0.001073	-0.000093	0.2688	4.0349	20.1845
3.5300	0.005000	0.000000	0.001071	-0.000111	0.2555	0.0000	20.1835
3.5400	0.005000	0.000000	0.001071	-0.000100	0.0889	8.7936	20.1824
3.5500	0.005000	0.000000	0.001056	-0.000232	0.2688	3.9682	20.1813
3.5600	0.005000	0.000000	0.001046	-0.000315	0.2555	0.0000	20.1802
3.5700	0.005000	0.000000	0.001046	-0.000283	0.0911	8.7670	20.1791
3.5800	0.005000	0.000000	0.001038	-0.000335	0.2688	3.9016	20.1781
3.5900	0.005000	0.000049	0.001038	-0.000301	0.2466	0.0000	20.2384
3.6000	0.005000	0.000049	0.001038	-0.000271	0.0889	8.8149	20.2373
3.6100	0.005000	0.000049	0.001032	-0.000304	0.2688	4.0214	20.2362
3.6200	0.005000	0.000098	0.001027	-0.000318	0.2555	0.0000	20.2351
3.6300	0.005000	0.000196	0.001027	-0.000287	0.0933	9.0415	20.2341
3.6400	0.005000	0.000244	0.001024	-0.000291	0.2844	4.6444	20.2330
3.6500	0.005000	0.000391	0.001021	-0.000290	0.2821	0.0000	20.2319
3.6600	0.005000	0.000587	0.001021	-0.000261	0.1022	9.4950	20.2308
3.6700	0.005000	0.000684	0.001019	-0.000256	0.3021	6.0981	20.2297
3.6800	0.005000	0.000929	0.001018	-0.000244	0.3666	0.0000	20.2286
3.6900	0.005000	0.001271	0.001018	-0.000220	0.1333	9.8600	20.2544
3.7000	0.005000	0.001564	0.001015	-0.000225	0.3332	3.2467	20.2533
3.7100	0.005000	0.002102	0.001013	-0.000223	0.2644	0.4182	20.2522
3.7200	0.005000	0.002688	0.001010	-0.000230	0.1155	2.9865	20.2511
3.7300	0.005000	0.003030	0.001008	-0.000229	0.1022	9.5125	20.2500
3.7400	0.005000	0.003079	0.001112	0.000838	0.3377	9.2335	20.2489
3.7500	0.005000	0.002933	0.001196	0.001591	0.5510	4.5686	20.2478
3.7600	0.005000	0.002737	0.001432	0.003788	0.3977	0.0000	20.2467
3.7700	0.005000	0.002493	0.001432	0.003409	0.1355	9.8600	20.2456
3.7800	0.005000	0.002199	0.001692	0.005672	0.3244	0.0000	20.2445
3.7900	0.005000	0.002053	0.001692	0.005105	0.1333	9.8600	20.2199
3.8000	0.005000	0.001808	0.001987	0.007547	0.3377	4.0617	20.2188
3.8100	0.005000	0.001760	0.002142	0.008340	0.2910	0.0000	20.2177
3.8200	0.005000	0.001662	0.002142	0.007506	0.1044	9.8600	20.2166
3.8300	0.005000	0.001564	0.002312	0.008454	0.3044	5.9650	20.2156
3.8400	0.005000	0.001564	0.002396	0.008448	0.3621	0.0000	20.2145
3.8500	0.005000	0.001515	0.002396	0.007603	0.1311	8.5905	20.2134
3.8600	0.005000	0.001417	0.002411	0.006996	0.2844	5.5578	20.2123
3.8700	0.005000	0.001417	0.002409	0.006281	0.3266	0.0000	20.2112
3.8800	0.005000	0.001320	0.002409	0.005653	0.1200	9.2200	20.2101
3.8900	0.005000	0.001026	0.002414	0.005128	0.2955	4.7879	20.2046
3.9000	0.005000	0.000587	0.002398	0.004462	0.2888	0.0000	20.2036
3.9100	0.005000	0.000391	0.002398	0.004016	0.1044	9.5277	20.2025
3.9200	0.005000	0.000293	0.002310	0.002735	0.2977	6.4086	20.2014
3.9300	0.005000	0.000244	0.002275	0.002106	0.3732	0.0000	20.2003
3.9400	0.005000	0.000196	0.002275	0.001896	0.1333	9.1260	20.1992
3.9500	0.005000	0.000098	0.002230	0.001256	0.3110	4.9243	20.1981
3.9600	0.005000	0.000098	0.002212	0.000951	0.3088	0.0000	20.1970
3.9700	0.005000	0.000098	0.002212	0.000856	0.1111	9.2757	20.1960
3.9800	0.005000	0.000000	0.002212	0.000767	0.2999	5.2261	20.1949
3.9900	0.005000	0.000049	0.002221	0.000780	0.3155	0.0000	20.1760
4.0000	0.005000	0.000049	0.002221	0.000702	0.1133	9.1012	20.1750
4.0100	0.005000	0.000000	0.002208	0.000505	0.2933	4.8685	20.1739
4.0200	0.005000	0.000000	0.002191	0.000290	0.2977	0.0000	20.1728
4.0300	0.005000	0.000049	0.002191	0.000261	0.1066	9.1795	20.1717
4.0400	0.005000	0.000000	0.002158	-0.000098	0.2910	5.0011	20.1706
4.0500	0.005000	0.000000	0.002137	-0.000299	0.3044	0.0000	20.1696
4.0600	0.005000	0.000000	0.002137	-0.000269	0.1089	8.9165	20.1685
4.0700	0.005000	0.000000	0.002091	-0.000703	0.2799	4.4749	20.1674
4.0800	0.005000	0.000000	0.002976	0.008215	0.2777	0.0000	20.1663
4.0900	0.005000	0.000049	0.003656	0.014200	0.1044	9.0264	20.1332
4.1000	0.005000	0.000000	0.004248	0.018698	0.2799	4.5721	20.1321
4.1100	0.005000	0.000000	0.004741	0.021753	0.2777	0.0000	20.1310
4.1200	0.005000	0.000000	0.005164	0.023810	0.1022	8.8168	20.1300
4.1300	0.005000	0.000000	0.004753	0.017320	0.2733	4.1259	20.1289
4.1400	0.005000	0.000000	0.004346	0.011522	0.2599	0.0000	20.1278
4.1500	0.005000	0.000000	0.003907	0.005972	0.0933	8.8334	20.1267
4.1600	0.005000	0.000000	0.004448	0.010790	0.2710	4.1041	20.1257
4.1700	0.005000	0.000000	0.004751	0.012738	0.2599	0.0000	20.1246
4.1800	0.005000	0.000000	0.004763	0.011583	0.0911	8.7701	20.1235
4.1900	0.005000	0.000000	0.005029	0.013087	0.2666	3.9360	20.1355
4.2000	0.005000	0.000000	0.005226	0.013751	0.2510	0.0000	20.1345
4.2100	0.005000	0.000000	0.004370	0.003813	0.0866	8.8203	20.1334
4.2200	0.005000	0.000000	0.003776	-0.002511	0.2666	4.0615	20.1323
4.2300	0.005000	0.000000	0.003342	-0.006599	0.2577	0.0000	20.1312
4.2400	0.005000	0.000000	0.003342	-0.005939	0.0889	8.7936	20.1302
4.2500	0.005000	0.000000	0.002753	-0.011231	0.2666	3.9949	20.1291
4.2600	0.005000	0.000000	0.002323	-0.014407	0.2510	0.0000	20.1280
4.2700	0.005000	0.000000	0.002323	-0.012967	0.0889	8.7936	20.1270
4.2800	0.005000	0.000000	0.002007	-0.014832	0.2666	3.9949	20.1259
4.2900	0.005000	0.000000	0.001750	-0.015916	0.2510	0.0000	20.1419
4.3000	0.005000	0.000000	0.001750	-0.014325	0.0889	8.7936	20.1409
4.3100	0.005000	0.000000	0.001560	-0.014796	0.2688	3.9682	20.1398
4.3200	0.005000	0.000000	0.001418	-0.014731	0.2533	0.0000	20.1387
4.3300	0.005000	0.000000	0.001418	-0.013258	0.0911	8.7670	20.1376
4.3400	0.005000	0.000000	0.001313	-0.012987	0.2688	3.9016	20.1366
4.3500	0.005000	0.000000	0.001234	-0.012475	0.2488	0.0000	20.1355
4.3600	0.005000	0.000000	0.001234	-0.011227	0.0866	8.8203	20.1344
4.3700	0.005000	0.000000	0.001175	-0.010693	0.2644	4.0882	20.1334
4.3800	0.005000	0.000000	0.001131	-0.010063	0.2555	0.0000	20.1323
4.3900	0.005000	0.000000	0.001131	-0.009057	0.0911	8.7670	20.1418
4.4000	0.005000	0.000000	0.001099	-0.008480	0.2688	3.9016	20.1407
4.4100	0.005000	0.000000	0.001074	-0.007879	0.2466	0.0000	20.1396
4.4200	0.005000	0.000000	0.001074	-0.007091	0.0844	8.8469	20.1385
4.4300	0.005000	0.000000	0.001055	-0.006566	0.2688	4.1015	20.1375
4.4400	0.005000	0.000000	0.001042	-0.006048	0.2555	0.0000	20.1364
4.4500	0.005000	0.000000	0.001042	-0.005443	0.0911	8.7670	20.1353
4.4600	0.005000	0.000000	0.001031	-0.005002	0.2666	3.9282	20.1342
4.4700	0.005000	0.000000	0.001031	-0.004502	0.2510	0.0000	20.1332
4.4800	0.005000	0.000049	0.001031	-0.004052	0.0866	8.9638	20.1321
4.4900	0.005000	0.000000	0.001023	-0.003725	0.2755	4.3137	20.1828
4.5000	0.005000	0.000098	0.001019	-0.003401	0.2733	0.0000	20.1817
4.5100	0.005000	0.000244	0.001019	-0.003061	0.0978	9.3935	20.1806
4.5200	0.005000	0.000391	0.001015	-0.002791	0.2999	5.9487	20.1795
4.5300	0.005000	0.000587	0.001012	-0.002537	0.3577	0.0000	20.1784
4.5400	0.005000	0.000929	0.001012	-0.002283	0.1311	9.8600	20.1774
4.5500	0.005000	0.001271	0.001011	-0.002073	0.3310	4.1513	20.1763
4.5600	0.005000	0.002151	0.001009	-0.001879	0.2955	2.1058	20.1752
4.5700	0.005000	0.003470	0.001007	-0.001710	0.1755	7.4996	20.1741
4.5800	0.005000	0.005327	0.001493	0.003314	0.2977	9.8600	20.1730
4.5900	0.005000	0.007136	0.001875	0.006804	0.5354	0.0000	20.1834
4.6000	0.005000	0.007967	0.001875	0.006123	0.2022	9.8600	20.1823
4.6100	0.005000	0.008113	0.002318	0.009947	0.3843	0.0000	20.1812
4.6200	0.005000	0.008065	0.002318	0.008952	0.1577	9.8600	20.1801
4.6300	0.005000	0.007771	0.002779	0.012666	0.3621	0.0000	20.1790
4.6400	0.005000	0.007380	0.002779	0.011400	0.1488	9.8600	20.1780
4.6500	0.005000	0.006745	0.003242	0.014886	0.3532	0.0000	20.1769
4.6600	0.005000	0.006158	0.003242	0.013397	0.1466	9.8600	20.1758
4.6700	0.005000	0.005572	0.003215	0.011789	0.3488	0.0000	20.1747
4.6800	0.005000	0.005230	0.003215	0.010610	0.1422	9.8600	20.1736
4.6900	0.005000	0.004839	0.003282	0.010220	0.3488	2.0542	20.1615
4.7000	0.005000	0.004643	0.003282	0.009198	0.2222	0.0000	20.1604
4.7100	0.005000	0.004545	0.003282	0.008278	0.0800	9.8600	20.1593
4.7200	0.005000	0.004497	0.003219	0.006822	0.2888	0.0000	20.1582
4.7300	0.005000	0.004594	0.003219	0.006140	0.1289	9.8600	20.1572
4.7400	0.005000	0.004692	0.003146	0.004792	0.3399	0.0000	20.1561
4.7500	0.005000	0.004936	0.003082	0.003669	0.1422	4.2974	20.1550
4.7600	0.005000	0.005181	0.003082	0.003302	0.1466	6.9900	20.1539
4.7700	0.005000	0.005572	0.003026	0.002415	0.2844	9.1231	20.1529
4.7800	0.005000	0.005865	0.002974	0.001654	0.4888	7.6050	20.1518
4.7900	0.005000	0.005816	0.003228	0.004027	0.5332	1.4745	20.1148
4.8000	0.005000	0.005523	0.003228	0.003624	0.2533	0.0000	20.1137
4.8100	0.005000	0.005279	0.003228	0.003262	0.0866	9.8600	20.1126
4.8200	0.005000	0.005621	0.003352	0.004175	0.2866	0.0000	20.1115
4.8300	0.005000	0.006500	0.003352	0.003757	0.1311	9.8600	20.1105
4.8400	0.005000	0.007527	0.003443	0.004295	0.3444	0.0000	20.1094
4.8500	0.005000	0.008847	0.003443	0.003866	0.1466	9.8600	20.1083
4.8600	0.005000	0.010362	0.003530	0.004344	0.3577	0.0000	20.1073
4.8700	0.005000	0.012219	0.003530	0.003909	0.1555	9.8600	20.1062
4.8800	0.005000	0.014174	0.003620	0.004426	0.3621	0.0000	20.1051
4.8900	0.005000	0.015836	0.003620	0.003983	0.1577	9.8600	20.0408
4.9000	0.005000	0.016862	0.003493	0.002311	0.3688	0.0000	20.0398
4.9100	0.005000	0.017546	0.003493	0.002080	0.1622	9.8600	20.0387
4.9200	0.005000	0.018084	0.003493	0.001871	0.3666	0.0000	20.0377
4.9300	0.005000	0.018426	0.003493	0.001684	0.1644	9.8600	20.0366
4.9400	0.005000	0.018719	0.003522	0.001803	0.3688	0.0000	20.0355
4.9500	0.005000	0.018866	0.003522	0.001623	0.1622	9.8600	20.0345
4.9600	0.005000	0.019013	0.003556	0.001807	0.3688	0.0000	20.0334
4.9700	0.005000	0.019110	0.003556	0.001626	0.1644	9.8600	20.0324
4.9800	0.005000	0.019159	0.003595	0.001855	0.3732	0.0000	20.0313
4.9900	0.005000	0.019208	0.003595	0.001669	0.1644	9.8600	19.9528
5.0000	0.005000	0.019208	0.003625	0.001795	0.3688	0.0000	19.9518
5.0100	0.005000	0.019159	0.003625	0.001616	0.1666	9.8600	19.9507
5.0200	0.005000	0.019110	0.003654	0.001752	0.3732	0.0000	19.9497
5.0300	0.005000	0.019013	0.003654	0.001577	0.1644	9.8600	19.9487
5.0400	0.005000	0.018817	0.003679	0.001669	0.3710	0.0000	19.9476
5.0500	0.005000	0.018573	0.003679	0.001502	0.1622	9.8600	19.9466
5.0600	0.005000	0.018280	0.003695	0.001512	0.3666	0.0000	19.9456
5.0700	0.005000	0.017889	0.003695	0.001361	0.1622	9.8600	19.9445
5.0800	0.005000	0.017449	0.003702	0.001293	0.3688	0.0000	19.9435
5.0900	0.005000	0.016960	0.003702	0.001164	0.1622	9.8600	19.8567
5.1000	0.005000	0.016422	0.003705	0.001072	0.3666	0.0000	19.8556
5.1100	0.005000	0.015787	0.003705	0.000965	0.1600	9.8600	19.8546
5.1200	0.005000	0.015152	0.003693	0.000756	0.3621	0.0000	19.8536
5.1300	0.005000	0.014418	0.003693	0.000681	0.1600	9.8600	19.8526
5.1400	0.005000	0.013685	0.003675	0.000424	0.3621	0.0000	19.8516
5.1500	0.005000	0.013001	0.003675	0.000381	0.1555	9.8600	19.8506
5.1600	0.005000	0.012317	0.003650	0.000097	0.3577	0.0000	19.8495
5.1700	0.005000	0.011584	0.003650	0.000087	0.1533	9.7956	19.8485
5.1800	0.005000	0.010753	0.003618	-0.000238	0.3577	6.0484	19.8475
5.1900	0.005000	0.009922	0.003639	-0.000005	0.4043	0.0000	19.7771
5.2000	0.005000	0.008993	0.003639	-0.000005	0.1488	8.0738	19.7761
5.2100	0.005000	0.008504	0.003552	-0.000874	0.2755	3.2578	19.7751
5.2200	0.005000	0.008162	0.003552	-0.000786	0.2288	0.0000	19.7741
5.2300	0.005000	0.007771	0.003552	-0.000708	0.0889	9.2989	19.7731
5.2400	0.005000	0.007576	0.003397	-0.002191	0.2866	5.6573	19.7721
5.2500	0.005000	0.007234	0.003262	-0.003316	0.3421	0.0000	19.7711
5.2600	0.005000	0.006843	0.003262	-0.002984	0.1311	8.2871	19.7701
5.2700	0.005000	0.006745	0.003069	-0.004624	0.2799	3.5142	19.7691
5.2800	0.005000	0.006794	0.003069	-0.004162	0.2422	0.0000	19.7681
5.2900	0.005000	0.006745	0.003069	-0.003746	0.0911	9.8217	19.6872
5.3000	0.005000	0.006891	0.002800	-0.006054	0.3021	7.7317	19.6863
5.3100	0.005000	0.006891	0.002822	-0.005234	0.4599	0.5048	19.6853
5.3200	0.005000	0.006696	0.002822	-0.004711	0.2022	0.0000	19.6843
5.3300	0.005000	0.006794	0.002822	-0.004240	0.0755	9.8600	19.6833
5.3400	0.005000	0.007527	0.002835	-0.003682	0.2844	0.9028	19.6823
5.3500	0.005000	0.008113	0.002835	-0.003313	0.1688	2.8504	19.6813
5.3600	0.005000	0.008651	0.002835	-0.002982	0.1355	8.5357	19.6804
5.3700	0.005000	0.009335	0.002824	-0.002793	0.3244	9.8600	19.6794
5.3800	0.005000	0.009580	0.003154	0.000782	0.5599	0.0000	19.6784
5.3900	0.005000	0.009482	0.003154	0.000704	0.2111	9.8600	19.5916
5.4000	0.005000	0.009531	0.003510	0.004191	0.3932	0.0000	19.5907
5.4100	0.005000	0.009531	0.003510	0.003772	0.1577	9.8600	19.5897
5.4200	0.005000	0.009482	0.003651	0.004806	0.3599	0.0000	19.5887
5.4300	0.005000	0.009482	0.003651	0.004325	0.1511	9.8600	19.5878
5.4400	0.005000	0.009384	0.003847	0.005854	0.3599	0.0000	19.5868
5.4500	0.005000	0.009286	0.003847	0.005269	0.1511	9.8600	19.5859
5.4600	0.005000	0.009189	0.004030	0.006576	0.3555	0.0000	19.5849
5.4700	0.005000	0.009189	0.004030	0.005918	0.1511	9.8600	19.5839
5.4800	0.005000	0.008993	0.003926	0.004287	0.3577	0.0000	19.5830
5.4900	0.005000	0.008651	0.003926	0.003858	0.1511	9.8600	19.5084
5.5000	0.005000	0.008016	0.003804	0.002245	0.3555	0.0000	19.5074
5.5100	0.005000	0.007380	0.003804	0.002021	0.1466	9.3266	19.5065
5.5200	0.005000	0.006745	0.003688	0.000664	0.3399	4.9256	19.5056
5.5300	0.005000	0.006354	0.003568	-0.000609	0.3310	0.0000	19.5046
5.5400	0.005000	0.005963	0.003568	-0.000548	0.1222	8.3937	19.5037
5.5500	0.005000	0.005914	0.003384	-0.002328	0.2777	3.4268	19.5027
5.5600	0.005000	0.006061	0.003384	-0.002095	0.2399	0.0000	19.5018
5.5700	0.005000	0.006061	0.003384	-0.001886	0.0911	9.6077	19.5008
5.5800	0.005000	0.006256	0.003178	-0.003760	0.2999	7.0637	19.4999
5.5900	0.005000	0.006354	0.003102	-0.004145	0.4199	0.1594	19.4559
5.6000	0.005000	0.006207	0.003102	-0.003730	0.1733	0.0000	19.4550
5.6100	0.005000	0.006452	0.003102	-0.003357	0.0689	9.8600	19.4541
5.6200	0.005000	0.007185	0.002968	-0.004360	0.2755	0.0000	19.4531
5.6300	0.005000	0.007722	0.002968	-0.003924	0.1244	9.8600	19.4522
5.6400	0.005000	0.008211	0.002879	-0.004422	0.3399	0.0000	19.4513
5.6500	0.005000	0.008798	0.002879	-0.003982	0.1444	9.8600	19.4503
5.6600	0.005000	0.009335	0.002944	-0.002928	0.3555	0.0000	19.4494
5.6700	0.005000	0.009971	0.003799	0.005918	0.1533	9.8600	19.4484
5.6800	0.005000	0.010753	0.004530	0.012627	0.3621	0.0000	19.4475
5.6900	0.005000	0.011486	0.006035	0.026422	0.1577	9.8600	19.3979
5.7000	0.005000	0.012121	0.007133	0.034754	0.3621	0.0000	19.3970
5.7100	0.005000	0.012512	0.008902	0.048967	0.1555	9.8600	19.3961
5.7200	0.005000	0.012805	0.009215	0.047209	0.3621	0.0000	19.3952
5.7300	0.005000	0.013001	0.010354	0.053877	0.1577	9.8600	19.3942
5.7400	0.005000	0.013196	0.010297	0.047918	0.3621	0.0000	19.3933
5.7500	0.005000	0.013441	0.011126	0.051415	0.1555	9.8600	19.3924
5.7600	0.005000	0.013539	0.010869	0.043698	0.3599	0.0000	19.3915
5.7700	0.005000	0.013441	0.011536	0.045998	0.1577	9.8600	19.3905
5.7800	0.005000	0.013245	0.011168	0.037722	0.3599	0.0000	19.3896
5.7900	0.005000	0.012854	0.011750	0.039771	0.1600	9.8600	19.3447
5.8000	0.005000	0.012463	0.011326	0.031549	0.3621	0.0000	19.3437
5.8100	0.005000	0.011975	0.011868	0.033815	0.1555	9.8600	19.3428
5.8200	0.005000	0.011486	0.011409	0.025846	0.3577	0.0000	19.3419
5.8300	0.005000	0.010948	0.011250	0.021675	0.1533	9.8600	19.3410
5.8400	0.005000	0.010459	0.010671	0.013714	0.3555	0.0000	19.3401
5.8500	0.005000	0.009873	0.010111	0.006740	0.1488	9.8600	19.3392
5.8600	0.005000	0.009433	0.009155	-0.003487	0.3599	0.0000	19.3383
5.8700	0.005000	0.009091	0.008332	-0.011368	0.1466	9.8600	19.3373
5.8800	0.005000	0.008847	0.007814	-0.015419	0.3555	0.0000	19.3364
5.8900	0.005000	0.008651	0.006870	-0.023314	0.1466	9.8600	19.3032
5.9000	0.005000	0.008504	0.006508	-0.024604	0.3510	0.0000	19.3023
5.9100	0.005000	0.008358	0.005750	-0.029725	0.1488	9.8600	19.3013
5.9200	0.005000	0.008309	0.005453	-0.029721	0.3555	0.0000	19.3004
5.9300	0.005000	0.008456	0.004843	-0.032844	0.1488	9.8600	19.2995
5.9400	0.005000	0.008700	0.004601	-0.031983	0.3510	0.0000	19.2986
5.9500	0.005000	0.009189	0.004113	-0.033669	0.1466	9.8600	19.2977
5.9600	0.005000	0.009775	0.004742	-0.024003	0.3510	0.0000	19.2968
5.9700	0.005000	0.010459	0.004952	-0.019507	0.1533	9.8600	19.2959
5.9800	0.005000	0.011241	0.006153	-0.005550	0.3577	0.0000	19.2950
5.9900	0.005000	0.011975	0.006794	0.001414	0.1555	9.8600	19.2738
6.0000	0.005000	0.012708	0.008351	0.016846	0.3577	0.0000	19.2729
6.0100	0.005000	0.013392	0.008413	0.015779	0.1577	9.8600	19.2720
6.0200	0.005000	0.014125	0.008843	0.018505	0.3621	0.0000	19.2711
6.0300	0.005000	0.014858	0.008170	0.009920	0.1600	9.8600	19.2702
6.0400	0.005000	0.015640	0.008055	0.007778	0.3688	0.0000	19.2693
6.0500	0.005000	0.016373	0.006934	-0.004204	0.1644	9.8600	19.2684
6.0600	0.005000	0.017155	0.006459	-0.008532	0.3688	0.0000	19.2675
6.0700	0.005000	0.017889	0.005803	-0.014239	0.1644	9.8600	19.2666
6.0800	0.005000	0.018524	0.005579	-0.015061	0.3710	0.0000	19.2657
6.0900	0.005000	0.018915	0.006020	-0.009138	0.1666	9.8600	19.2367
6.1000	0.005000	0.019110	0.006486	-0.003572	0.3666	0.0000	19.2358
6.1100	0.005000	0.019257	0.006804	-0.000033	0.1644	9.8600	19.2349
6.1200	0.005000	0.019306	0.007094	0.002871	0.3710	0.0000	19.2340
6.1300	0.005000	0.019306	0.007376	0.005401	0.1666	9.8600	19.2331
6.1400	0.005000	0.019208	0.006742	-0.001475	0.3732	0.0000	19.2322
6.1500	0.005000	0.019110	0.006444	-0.004310	0.1666	9.8600	19.2313
6.1600	0.005000	0.018964	0.006080	-0.007513	0.3710	0.0000	19.2305
6.1700	0.005000	0.018817	0.006080	-0.006762	0.1622	9.8600	19.2296
6.1800	0.005000	0.018622	0.005812	-0.008766	0.3710	0.0000	19.2287
6.1900	0.005000	0.018133	0.005812	-0.007890	0.1644	9.8600	19.1903
6.2000	0.005000	0.017400	0.005436	-0.010859	0.3688	0.0000	19.1894
6.2100	0.005000	0.016373	0.005436	-0.009773	0.1600	9.8600	19.1886
6.2200	0.005000	0.015200	0.005148	-0.011676	0.3643	0.0000	19.1877
6.2300	0.005000	0.013832	0.005148	-0.010508	0.1600	9.8600	19.1868
6.2400	0.005000	0.012561	0.004768	-0.013262	0.3621	0.0000	19.1859
6.2500	0.005000	0.011193	0.004540	-0.014213	0.1533	8.0205	19.1850
6.2600	0.005000	0.009922	0.004271	-0.015483	0.2888	1.7955	19.1841
6.2700	0.005000	0.008749	0.004101	-0.015635	0.1866	0.0000	19.1833
6.2800	0.005000	0.007576	0.004101	-0.014071	0.0755	8.9536	19.1824
6.2900	0.005000	0.006598	0.003851	-0.015168	0.2622	4.9932	19.1745
6.3000	0.005000	0.005718	0.003672	-0.015439	0.2888	0.0000	19.1736
6.3100	0.005000	0.004888	0.003344	-0.017177	0.1111	8.5270	19.1727
6.3200	0.005000	0.004301	0.003180	-0.017098	0.2755	3.5368	19.1718
6.3300	0.005000	0.003910	0.002889	-0.018297	0.2399	0.0000	19.1709
6.3400	0.005000	0.003666	0.002664	-0.018718	0.0911	8.9247	19.1700
6.3500	0.005000	0.003568	0.002591	-0.017573	0.2755	4.5122	19.1692
6.3600	0.005000	0.003715	0.002538	-0.016351	0.2799	0.0000	19.1683
6.3700	0.005000	0.003763	0.002538	-0.014716	0.1044	9.3855	19.1674
6.3800	0.005000	0.004106	0.002379	-0.014835	0.2910	6.8910	19.1665
6.3900	0.005000	0.004643	0.002260	-0.014534	0.4066	2.0393	19.1732
6.4000	0.005000	0.005034	0.002172	-0.013963	0.2266	0.0000	19.1723
6.4100	0.005000	0.005621	0.001873	-0.015557	0.0822	9.8600	19.1715
6.4200	0.005000	0.006891	0.002516	-0.007575	0.2910	0.0000	19.1706
6.4300	0.005000	0.008162	0.002516	-0.006818	0.1333	9.8600	19.1697
6.4400	0.005000	0.009189	0.003011	-0.001183	0.3510	0.0000	19.1688
6.4500	0.005000	0.009971	0.003011	-0.001065	0.1466	9.8600	19.1679
6.4600	0.005000	0.010313	0.003374	0.002673	0.3577	0.0000	19.1671
6.4700	0.005000	0.010362	0.003374	0.002406	0.1511	9.8600	19.1662
6.4800	0.005000	0.010362	0.003642	0.004845	0.3555	0.0000	19.1653
6.4900	0.005000	0.010313	0.003642	0.004360	0.1511	9.8600	19.1592
6.5000	0.005000	0.010264	0.003841	0.005910	0.3577	0.0000	19.1583
6.5100	0.005000	0.010166	0.003841	0.005319	0.1511	9.8600	19.1574
6.5200	0.005000	0.010117	0.003118	-0.002436	0.3577	0.0000	19.1565
6.5300	0.005000	0.010068	0.003118	-0.002192	0.1511	9.8600	19.1557
6.5400	0.005000	0.009922	0.002567	-0.007490	0.3577	0.0000	19.1548
6.5500	0.005000	0.009677	0.002567	-0.006741	0.1511	9.8600	19.1539
6.5600	0.005000	0.009335	0.002163	-0.010103	0.3555	0.0000	19.1530
6.5700	0.005000	0.008895	0.002163	-0.009093	0.1488	9.8600	19.1522
6.5800	0.005000	0.008504	0.001866	-0.011156	0.3532	0.0000	19.1513
6.5900	0.005000	0.008260	0.001866	-0.010040	0.1488	9.8600	19.1511
6.6000	0.005000	0.008113	0.001646	-0.011235	0.3532	0.0000	19.1502
6.6100	0.005000	0.008016	0.001646	-0.010112	0.1466	9.8600	19.1493
6.6200	0.005000	0.007869	0.001483	-0.010733	0.3555	0.0000	19.1485
6.6300	0.005000	0.007771	0.001483	-0.009660	0.1488	9.8600	19.1476
6.6400	0.005000	0.007771	0.001361	-0.009909	0.3555	0.0000	19.1467
6.6500	0.005000	0.007918	0.001361	-0.008919	0.1488	9.8600	19.1458
6.6600	0.005000	0.008162	0.001270	-0.008933	0.3577	0.0000	19.1450
6.6700	0.005000	0.008602	0.001270	-0.008040	0.1511	9.8600	19.1441
6.6800	0.005000	0.009140	0.001203	-0.007913	0.3577	0.0000	19.1432
6.6900	0.005000	0.009629	0.001203	-0.007121	0.1511	9.8600	19.1482
6.7000	0.005000	0.009971	0.001152	-0.006915	0.3577	0.0000	19.1473
6.7100	0.005000	0.010264	0.001152	-0.006224	0.1511	9.8600	19.1465
6.7200	0.005000	0.010508	0.001114	-0.005980	0.3599	0.0000	19.1456
6.7300	0.005000	0.010802	0.001114	-0.005382	0.1533	9.8600	19.1447
6.7400	0.005000	0.011095	0.001086	-0.005127	0.3555	0.0000	19.1438
6.7500	0.005000	0.011437	0.001086	-0.004615	0.1511	9.8600	19.1430
6.7600	0.005000	0.011779	0.001065	-0.004365	0.3599	0.0000	19.1421
6.7700	0.005000	0.012170	0.001065	-0.003929	0.1555	9.8600	19.1412
6.7800	0.005000	0.012512	0.001049	-0.003695	0.3643	0.0000	19.1404
6.7900	0.005000	0.013001	0.001049	-0.003326	0.1555	9.8600	19.1439
6.8000	0.005000	0.013490	0.001037	-0.003112	0.3643	0.0000	19.1430
6.8100	0.005000	0.014076	0.001037	-0.002801	0.1555	9.8600	19.1421
6.8200	0.005000	0.014614	0.001028	-0.002610	0.3666	0.0000	19.1412
6.8300	0.005000	0.015005	0.001028	-0.002349	0.1622	9.8600	19.1404
6.8400	0.005000	0.015200	0.001021	-0.002181	0.3643	0.0000	19.1395
6.8500	0.005000	0.015347	0.001021	-0.001963	0.1600	9.8600	19.1386
6.8600	0.005000	0.015396	0.001016	-0.001817	0.3643	0.0000	19.1377
